Id,Title,Name in Hebrew,Name in German,Pseudonym,Gender,Date of birth,Place of birth,Date of death,Place of death,Occupation,VIAF ID
person0825,"געבר, אייזק","געבר, אייזק","געבר, אייזק",,,,,,,,
person0826,"געבר, דניאל","געבר, דניאל","געבר, דניאל",,,,,,,,
person0827,"געבר, הירש","געבר, הירש","געבר, הירש",,,,,,,,
person0828,געץ אמשטרדאם,געץ אמשטרדאם,געץ אמשטרדאם,,,,,,,,
person0829,געץ ג' אופפעהיים,געץ ג' אופפעהיים,געץ ג' אופפעהיים,,,,,,,,
person0830,געץ לעווי,געץ לעווי,געץ לעווי,,,,,,,,
person0831,גערסאן גאלדבערגער,גערסאן גאלדבערגער,גערסאן גאלדבערגער,,,,,,,,
person0832,גראף וויקטאר פאוולאוויטש קאטשוביי',גראף וויקטאר פאוולאוויטש קאטשוביי',גראף וויקטאר פאוולאוויטש קאטשוביי',,,,,,,,
person0833,"גרונדשטין, יעקב לוי",,,,,,,,,Author,
person0834,גרשון ברוינשווייג,גרשון ברוינשווייג,גרשון ברוינשווייג,,,,,,,,
person0835,גרשון ברוינשווייג,גרשון ברוינשווייג,גרשון ברוינשווייג,,,,,,,,
person0836,"גרשון חפ""קק פרנקפורט דאדר","גרשון חפ""קק פרנקפורט דאדר","גרשון חפ""קק פרנקפורט דאדר",,,,,,,,
person0837,גרשון ניימאן,גרשון ניימאן,גרשון ניימאן,,,,,,,,
person0838,דאוויד איזאק ארנשטיינער,דאוויד איזאק ארנשטיינער,דאוויד איזאק ארנשטיינער,,,,,,,,
person0839,דאוויד האאז,דאוויד האאז,דאוויד האאז,,,,,,,,
person0840,דאוויד ווארטפעלד,דאוויד ווארטפעלד,דאוויד ווארטפעלד,,,,,,,,
person0841,דאוויד רעכטניטץ,דאוויד רעכטניטץ,דאוויד רעכטניטץ,,,,,,,,
person0842,דובער בן אביגדור גצבורג/גינצבורג,דובער בן אביגדור גצבורג/גינצבורג,דובער בן אביגדור גצבורג/גינצבורג,,,,,,,,
person0843,דוד,דוד,דוד,,,,,,,,313402971
person0844,דוד,"דוד (אב""ד אלטונה, המבורג וואנזיבעק)",דוד,,,,,,,,313402971
person0845,דוד,"דוד (חו""בק סטנאב והגליל)",דוד,,,,,,,,313402971
person0846,דוד,דוד,דוד,,,,,,,,313402971
person0847,דוד אופנהייימר,דוד אופנהייימר,,,,,,,,,
person0848,"דוד ב""ה פייבש שלאס פ""פ","דוד ב""ה פייבש שלאס פ""פ","דוד ב""ה פייבש שלאס פ""פ",,,,,,,,
person0849,"דוד ב""ר הלל פ""ש","דוד ב""ר הלל פ""ש","דוד ב""ר הלל פ""ש",,,,,,,,
person0850,דוד בן בענדיט ווינג,דוד בן בענדיט ווינג,דוד בן בענדיט ווינג,,,,,,,,
person0851,דוד בן נפתלי הירש,"דוד בן נפתלי הירש (אב""ד דק""ק ברלין)",דוד בן נפתלי הירש,,,,,,,,97264879
person0852,דוד בן רפאל מילדולה,דוד בן רפאל מילדולה,דוד בן רפאל מילדולה,,,,,,,,234834786
person0853,"דוד בר הלל פ""ש","דוד בר הלל פ""ש","דוד בר הלל פ""ש",,,,,,,,
person0854,"דוד בר""א בר""פ","דוד בר""א בר""פ","דוד בר""א בר""פ",,,,,,,,
person0855,"דוד בר""ל גאלדשטיקר","דוד בר""ל גאלדשטיקר","דוד בר""ל גאלדשטיקר",,,,,,,,
person0856,דוד היימאן,דוד היימאן,דוד היימאן,,,,,,,,308277017
person0857,דוד הכהן די אזיוידו,"דוד הכהן די אזיוידו (אב""ד ור""מ דק""ק ספרדיים באמסטרדם)",דוד הכהן די אזיוידו,,,,,,,,97171603
person0858,דוד ווערטהיים,דוד ווערטהיים,דוד ווערטהיים,,,,,,,,
person0859,דוד ווערטהיימער,דוד ווערטהיימער,דוד ווערטהיימער,,,,,,,,
person0860,דוד ווערטהיימר,דוד ווערטהיימר,דוד ווערטהיימר,,,,,,,,
person0861,דוד זאקס,דוד זאקס,דוד זאקס,,,,,,,,
person0862,דוד טעבל מבראד,דוד טעבל מבראד,דוד טעבל מבראד,,,,,,,,
person0863,דוד כהן,דוד כהן,דוד כהן,,,,,,,,312341627
person0864,דוד לאנדאה,דוד לאנדאה,דוד לאנדאה,,,,,,,,
person0865,דוד מברלין,"דוד מברלין (אב""ד ד""ק אה""וב)",דוד מברלין,,,,,,,,
person0866,דוד סמטור,דוד סמטור,דוד סמטור,,,,,,,,
person0867,"דוד פ""ל","דוד פ""ל","דוד פ""ל",,,,,,,,76212770
person0868,"דוד פ""ל","דוד פ""ל","דוד פ""ל",,,,,,,,76212770
person0869,"דוד פ""ל","דוד פ""ל","דוד פ""ל",,,,,,,,76212770
person0870,דוד פערנבאך,דוד פערנבאך,דוד פערנבאך,,,,,,,,
person0871,דוד פראנצאז,דוד פראנצאז,דוד פראנצאז,,,,,,,,
person0872,"דוד שלעזינגר בה""ב","דוד שלעזינגר בה""ב","דוד שלעזינגר בה""ב",,,,,,,,
person0873,"דייני פפ""דא","דייני פפ""דא",,,,,,,,,
person0874,דניאל בן דוד הכהן,"דניאל בן דוד הכהן (אב""ד ור""מ דק""ק ספרדים)",דניאל בן דוד הכהן,,,,,,,,97171603
person0875,דניאל בן דוד הכהן,"דניאל בן דוד הכהן (אב""ד ור""מ דק""ק ספרדים)",דניאל בן דוד הכהן,,,,,,,,97171603
person0876,"דניאל בר""ש סגל","דניאל בר""ש סגל","דניאל בר""ש סגל",,,,,,,,
person0877,"דניאל בר""ש סגל","דניאל בר""ש סגל","דניאל בר""ש סגל",,,,,,,,
person0878,דניאל ברלין,דניאל ברלין,דניאל ברלין,,,,,,,,298282489
person0879,דניאל לעוויע,דניאל לעוויע,דניאל לעוויע,,,,,,,,
person0880,דניאל עלקש,דניאל עלקש,דניאל עלקש,,,,,,,,
person0881,האבער,האבער,האבער,,,,,,,,310743500
person0882,האללענדר,האללענדר,האללענדר,,,,,,,,
person0883,"האללענדר, שמעון","האללענדר, שמעון","האללענדר, שמעון",,,,,,,,
person0884,"האמבורג, איסר","האמבורג, איסר","האמבורג, איסר",,,,,,,,
person0885,"האן, משה בר""י","האן, משה בר""י","האן, משה בר""י",,,,,,,,
person0886,"האן, משה בר""י","האן, משה בר""י","האן, משה בר""י",,,,,,,,
person0887,האפגאלדשטיקר,האפגאלדשטיקר,האפגאלדשטיקר,,,,,,,,
person0888,"הומברג, איסר","הומברג, איסר","הומברג, איסר",,,,,,,,
person0889,"הורוויץ, פנחס אליהו",,,,,,,,,"Author,Translator",10979475
person0890,"הורוויץ, שעפטיל","הורוויץ, שעפטיל (מאור הגולה, מהור""ר)","הורוויץ, שעפטיל",,,,,,,,
person0891,היימאן יאקאביא,היימאן יאקאביא,היימאן יאקאביא,,,,,,,,
person0892,היימאן מאזעס,היימאן מאזעס,היימאן מאזעס,,,,,,,,
person0893,היימאן פינקוס,היימאן פינקוס,היימאן פינקוס,,,,,,,,
person0894,היינריך הענאך,היינריך הענאך,היינריך הענאך,,,,,,,,
person0895,היינריך לאקענבאכער,היינריך לאקענבאכער,היינריך לאקענבאכער,,,,,,,,
person0896,"הייצפעלד, זנוויל","הייצפעלד, זנוויל","הייצפעלד, זנוויל",,,,,,,,
person0897,הילל זילבערשטיין,הילל זילבערשטיין,הילל זילבערשטיין,,,,,,,,
person0898,הינדא פרידלענדר (אשר ר' חיים ליב פרידלענדר),הינדא פרידלענדר (אשר ר' חיים ליב פרידלענדר),,,,,,,,,
person0899,הירץ,הירץ (רופא),הירץ,,,,,,,,311964135
person0900,הירץ,הירץ (דאקטר ופראפעסר),הירץ,,,,,,,,311964135
person0901,הירץ בינג,הירץ בינג,הירץ בינג,,,,,,,,
person0902,הירץ בער,"הירץ בער (פו""מ)",הירץ בער,,,,,,,,101096106
person0903,"הירץ בר""מ","הירץ בר""מ (דאקטר)","הירץ בר""מ",,,,,,,,
person0904,"הירץ בר""מ","הירץ בר""מ (דאקטר)","הירץ בר""מ",,,,,,,,
person0905,הירץ ברוכזאל,הירץ ברוכזאל,הירץ ברוכזאל,,,,,,,,
person0906,הירץ האלבערשטאם,הירץ האלבערשטאם,הירץ האלבערשטאם,,,,,,,,
person0907,"הירץ מורא כ""ץ","הירץ מורא כ""ץ","הירץ מורא כ""ץ",,,,,,,,
person0908,הירץ שלעזינגר,הירץ שלעזינגר,הירץ שלעזינגר,,,,,,,,
person0909,"הירץ, פ""ומ","הירץ, פ""ומ","הירץ, פ""ומ",,,,,,,,
person0910,"הירש ב""ר מענדל ק""ל בק""ב","הירש ב""ר מענדל ק""ל בק""ב","הירש ב""ר מענדל ק""ל בק""ב",,,,,,,,
person0911,הירש בארוך,הירש בארוך,הירש בארוך,,,,,,,,
person0912,הירש ביק,(געמיינדעפארשטעהער) הירש ביק,הירש ביק,,,,,,,,
person0913,הירש בן הרב מאלעקסניץ,הירש בן הרב מאלעקסניץ,הירש בן הרב מאלעקסניץ,,,,,,,,
person0914,"הירש בן פ""ומ ר""י ק""וו ז""ל","הירש בן פ""ומ ר""י ק""וו ז""ל","הירש בן פ""ומ ר""י ק""וו ז""ל",,,,,,,,
person0915,הירש בערן שטיין,הירש בערן שטיין,הירש בערן שטיין,,,,,,,,
person0916,הירש בר''נ,הירש בר''נ,הירש בר''נ,,,,,,,,
person0917,"הירש בר""א מדריזן","הירש בר""א מדריזן","הירש בר""א מדריזן",,,,,,,,
person0918,"הירש בר""י דאנציג","הירש בר""י דאנציג","הירש בר""י דאנציג",,,,,,,,
person0919,"הירש בר""ם פרענקל","הירש בר""ם פרענקל","הירש בר""ם פרענקל",,,,,,,,
person0920,"הירש בר""נ","הירש בר""נ","הירש בר""נ",,,,,,,,
person0921,"הירש בר""נ","הירש בר""נ (פו""מ)","הירש בר""נ",,,,,,,,
person0922,"הירש בר""נ","הירש בר""נ","הירש בר""נ",,,,,,,,
person0923,"הירש בר""נ","הירש בר""נ (פו""מ)","הירש בר""נ",,,,,,,,
person0924,"הירש בר""ק שטרעליץ","הירש בר""ק שטרעליץ","הירש בר""ק שטרעליץ",,,,,,,,
person0925,"הירש ברוו""הש","הירש ברוו""הש","הירש ברוו""הש",,,,,,,,
person0926,הירש גוטרבאק,הירש גוטרבאק,הירש גוטרבאק,,,,,,,,
person0927,הירש גונצענהויזן,הירש גונצענהויזן,הירש גונצענהויזן,,,,,,,,
person0928,הירש האלבערשטאם,הירש האלבערשטאם (געמיינדעפארשטעהער),הירש האלבערשטאם,,,,,,,,34160165
person0929,הירש האנק,הירש האנק,הירש האנק,,,,,,,,
person0930,הירש הערפורט,הירש הערפורט,הירש הערפורט,,,,,,,,
person0931,הירש ווייל,הירש ווייל,הירש ווייל,,,,,,,,59502093
person0932,הירש זאקס,הירש זאקס,הירש זאקס,,,,,,,,
person0933,הירש לאנדויא,הירש לאנדויא,הירש לאנדויא,,,,,,,,
person0934,"הירש מינדן בק""ב","הירש מינדן בק""ב","הירש מינדן בק""ב",,,,,,,,
person0935,הירש צומעלס,הירש צומעלס,הירש צומעלס,,,,,,,,
person0936,הירש קוא (בחורי חמד),הירש קוא (בחורי חמד),,,,,,,,,
person0937,"הירש קלמן מא""ד","הירש קלמן מא""ד","הירש קלמן מא""ד",,,,,,,,
person0938,"הירש קעסלין בה""ש","הירש קעסלין בה""ש","הירש קעסלין בה""ש",,,,,,,,
person0939,הירש קרא,הירש קרא,הירש קרא,,,,,,,,297248385
person0940,הירש רעכעלס,הירש רעכעלס,הירש רעכעלס,,,,,,,,
person0941,הירש שטראלזונד,הירש שטראלזונד,הירש שטראלזונד,,,,,,,,
person0942,"הכהן, נפתלי","הכהן, נפתלי (נשיא ק""ק צפת תו""בב)","הכהן, נפתלי",,,,,,,,308277857
person0943,"הכים, אליהו בן חיים",,,,,,,,,Author,97210751
person0944,"הכים, משה בן חיים",,,,,,,,,"Commentator,Mevi La'Dfus (Producer)",308277074
person0945,"הכים, משה בן חיים",,,,,,,,,,308277074
person0946,"הלברשטט, וואלף","הלברשטט, וואלף (מנהיג)","הלברשטט, וואלף",,,,,,,,
person0947,"העלפט, איזק","העלפט, איזק","העלפט, איזק",,,,,,,,
person0948,"העלפט, איזק","העלפט, איזק","העלפט, איזק",,,,,,,,
person0949,"העלפט, געטשליק","העלפט, געטשליק","העלפט, געטשליק",,,,,,,,
person0950,"העלפט, משה","העלפט, משה","העלפט, משה",,,,,,,,
person0951,"הענאך ב""ר משה ליב","הענאך ב""ר משה ליב","הענאך ב""ר משה ליב",,,,,,,,
person0952,הענוך קוטן פלון,הענוך קוטן פלון,,,,,,,,,
person0953,הענוך ראקצין,הענוך ראקצין,,,,,,,,,
person0954,"הענלי בכ""ה ר""י באטיוויס","הענלי בכ""ה ר""י באטיוויס","הענלי בכ""ה ר""י באטיוויס",,,,,,,,
person0955,הענלי בן שמעון אולמא,,,,,,,,,Mevi La'Dfus (Producer),
person0956,הענשיל (Dr. med.),הענשיל,הענשיל (Dr. med.),,,,,,,,
person0957,העסיל משווערין,העסיל משווערין,העסיל משווערין,,,,,,,,
person0958,הערמאן שטראסער,הערמאן שטראסער,הערמאן שטראסער,,,,,,,,
person0959,הערץ עטטינגער,הערץ עטטינגער,הערץ עטטינגער,,,,,,,,
person0960,הערר באראן בער אשקלאס,הערר באראן בער אשקלאס,הערר באראן בער אשקלאס,,,,,,,,
person0961,הערר באראן נתן ארנשטיין,הערר באראן נתן ארנשטיין,הערר באראן נתן ארנשטיין,,,,,,,,
person0962,הערשל קאליש,הערשל קאליש,הערשל קאליש,,,,,,,,
person0963,הק' ליזר גרין הוט,הק' ליזר גרין הוט,,,,,,,,,
person0964,"הקלירי, שמשון",,,,,,,,,Mevi La'Dfus (Producer),
person0965,הרש שווייצר,הרש שווייצר,הרש שווייצר,,,,,,,,
person0966,ואקס,ואקס (קאנדאקטר),ואקס,,,,,,,,
person0967,וו' ע' פ' א',וו' ע' פ' א',וו' ע' פ' א',,,,,,,,
person0968,וואלף אויערבאך,וואלף אויערבאך,וואלף אויערבאך,,,,,,,,
person0969,"וואלף ב""ר בערמן פ""ל","וואלף ב""ר בערמן פ""ל","וואלף ב""ר בערמן פ""ל",,,,,,,,
person0970,וואלף באטיוויס,וואלף באטיוויס,וואלף באטיוויס,,,,,,,,
person0971,"וואלף באמבערג בק""ב","וואלף באמבערג בק""ב","וואלף באמבערג בק""ב",,,,,,,,
person0972,"וואלף בב""ה ר""י באטיוויס","וואלף בב""ה ר""י באטיוויס","וואלף בב""ה ר""י באטיוויס",,,,,,,,
person0973,"וואלף בן הריין ר""ש ענדל","וואלף בן הריין ר""ש ענדל","וואלף בן הריין ר""ש ענדל",,,,,,,,
person0974,וואלף בענעדיקט מאנדעל,וואלף בענעדיקט מאנדעל,וואלף בענעדיקט מאנדעל,,,,,,,,
person0975,וואלף בערן שטיין,וואלף בערן שטיין,וואלף בערן שטיין,,,,,,,,
person0976,וואלף בר יעקב צבי,וואלף בר יעקב צבי,וואלף בר יעקב צבי,,,,,,,,
person0977,"וואלף בר""ז מש""ב","וואלף בר""ז מש""ב","וואלף בר""ז מש""ב",,,,,,,,
person0978,"וואלף בר""י","וואלף בר""י","וואלף בר""י",,,,,,,,
