Uniqe ID,Title,Mentioned in book,Mentionee,Description of mentionee,Location city of mentionee
mentionee226,"Hoym, Karl Heinrich Graf von (Graf, Minister)","Jeschurun, oder unparteyische Beleuchtung der dem Judenthume neuerdings gemachten Vorwürfe","Hoym, Karl Heinrich Graf von (Graf, Minister)",Personal Address,
mentionee227,יעקב עמדן,Nachricht von der Jüdischen Haupt- und Frey-Schule in Deßau - 1776,יעקב עמדן,Dedication,Altona
mentionee228,Friedrich Wilhelm III.,Nachricht von der Jüdischen Haupt- und Frey-Schule in Deßau - 1809,Friedrich Wilhelm III.,Dedication,
mentionee229,Leopold Friedrrich Franz (Fürst),Peri Hachedwah,Leopold Friedrrich Franz (Fürst),Dedication,Dessau
mentionee230,Joseph II. (Kaiser),Rede gehalten am Jubelfeste der israelitischen Hauptschule in Prag den 10. Mai 1812,Joseph II. (Kaiser),Dedication,Vienna
mentionee231,Friedrich Wilhelm III.,Ueber die bürgerliche Verbesserung der Juden,Friedrich Wilhelm III.,dedication,
mentionee232,"Fränkel, Michael",Zweite Nachricht von dem Zustande der Jüdischen Freischule in Berlin,"Fränkel, Michael",Thanks,Berlin
mentionee233,Soußmann,Zweite Nachricht von dem Zustande der Jüdischen Freischule in Berlin,Soußmann,Thanks,Bourdeaux
mentionee234,"Erhraim, Veitel H.",Zweite Nachricht von dem Zustande der Jüdischen Freischule in Berlin,"Erhraim, Veitel H.",Thanks,Berlin
mentionee235,"חיים בן ר' יוסף בר""פ ז""ל",אבטליון,"חיים בן ר' יוסף בר""פ ז""ל",Dedication,Berlin
mentionee236,Franz II,אגרת ארחות עולם,Franz II,Thanks,
mentionee237,Joseph II,אגרת ארחות עולם,Joseph II,Thanks,
mentionee238,Leopold II,אגרת ארחות עולם,Leopold II,Thanks,
mentionee239,יעקב בן יצחק פלעקלש,אגרת ארחות עולם,יעקב בן יצחק פלעקלש,Printer,Prague
mentionee240,גבריאל בן נטע אוטיץ,אגרת ארחות עולם,גבריאל בן נטע אוטיץ,Printer,Prague
mentionee241,דוד,אגרת בית תפלה,דוד,Approbation,Satanow
mentionee242,שלמה,אגרת בית תפלה,שלמה,Approbation,Lemberg
mentionee243,בערנארד עדלער פאן עשקלעס,אוצר השרשים א,בערנארד עדלער פאן עשקלעס,Dedication,Vienna
mentionee244,דוד ווערטהיימער,אוצר השרשים א,דוד ווערטהיימער,Dedication,
mentionee245,אהרן ליפמאן,אוצר השרשים ב,אהרן ליפמאן,Dedication,Hechingen
mentionee246,יוזפא לעווי,אוצר השרשים ג,יוזפא לעווי,Dedication,Vienna
mentionee247,דוד לאנדאה,"אור אסתר oder Beleuchtung der im Talmud von Babylon und Jerusalem, in den Targumim und Midraschim vorkommenden fremden besonders lateinischen Wörter",דוד לאנדאה,Approbation,Dresden
mentionee248,"וולף, יוסף","אור אסתר oder Beleuchtung der im Talmud von Babylon und Jerusalem, in den Targumim und Midraschim vorkommenden fremden besonders lateinischen Wörter","וולף, יוסף",Recommendation,
mentionee249,"Benet, Mordechai",אמרי שפר,"Benet, Mordechai",Approbation,Nikolsburg
mentionee250,anonym,אמרי שפר,anonym,Subscriber,אבערראבבינער
mentionee251,anonym,אמרי שפר,anonym,Subscriber,
mentionee252,א' ליפפמאן,אמרי שפר,א' ליפפמאן,Subscriber,Prague
mentionee253,אבלי הארוויטץ,אמרי שפר,אבלי הארוויטץ,Subscriber,Brody
mentionee254,אבראהאם אי' ברילל,אמרי שפר,אבראהאם אי' ברילל,Subscriber,Bielitz
mentionee255,אבראהאם בלאך,אמרי שפר,אבראהאם בלאך,Subscriber,
mentionee256,אברהם אדערפעלד,אמרי שפר,אברהם אדערפעלד,Subscriber,Bielau
mentionee257,אברהם אפנער,אמרי שפר,אברהם אפנער,Subscriber,Berlin
mentionee258,אברהם בורגפרעפיך,אמרי שפר,אברהם בורגפרעפיך,Subscriber,Fürth
mentionee259,אברהם בידשאף,אמרי שפר,אברהם בידשאף,Subscriber,Brody
mentionee260,"אברהם בר""בג",אמרי שפר,"אברהם בר""בג",Subscriber,Brody
mentionee261,אברהם היינערסדארף,אמרי שפר,אברהם היינערסדארף,Subscriber,Breslau
mentionee262,אברהם וויינשענק,אמרי שפר,אברהם וויינשענק,Subscriber,Fürth
mentionee263,"Weil, Abraham (Oberrabbiner)",אמרי שפר,"Weil, Abraham (Oberrabbiner)",Subscriber,Hechingen
mentionee264,אברהם פאלענטין,אמרי שפר,אברהם פאלענטין,Subscriber,Breslau
mentionee265,אברהם פרץ,אמרי שפר,אברהם פרץ,Subscriber,Breslau
mentionee266,אברהם שטיינמאן,אמרי שפר,אברהם שטיינמאן,Subscriber,Breslau
mentionee267,אברם בעכר,אמרי שפר,אברם בעכר,Subscriber,Kuttenplan
mentionee268,אהרן גאלדשמיד,אמרי שפר,אהרן גאלדשמיד,Subscriber,Berlin
mentionee269,"Beer, Aaron",אמרי שפר,"Beer, Aaron",Subscriber,Berlin
mentionee270,אהרן ווייס,אמרי שפר,אהרן ווייס,Subscriber,Prague
mentionee271,אהרן זלמן מרגליות,אמרי שפר,אהרן זלמן מרגליות,Subscriber,Berlin
mentionee272,אהרן שטראסבורג,אמרי שפר,אהרן שטראסבורג,Subscriber,Fürth
mentionee273,"Ottensosser, Wolf",אמרי שפר,"Ottensosser, Wolf",Subscriber,Breslau
mentionee274,אי' ברונשטיין,אמרי שפר,אי' ברונשטיין,Subscriber,Lemberg
mentionee275,אי' לעוו האפמאן,אמרי שפר,אי' לעוו האפמאן,Subscriber,Vienna
mentionee276,"Bondi, Isaac",אמרי שפר,"Bondi, Isaac",Subscriber,Dresden
mentionee277,איזאק בעער,אמרי שפר,איזאק בעער,Subscriber,Lemberg
mentionee278,איזאק ווערטהיימער,אמרי שפר,איזאק ווערטהיימער,Subscriber,Leipnik
mentionee279,איזאק יאנאס,אמרי שפר,איזאק יאנאס,Subscriber,Jaroslaw
mentionee280,איזאק יאנעס,אמרי שפר,איזאק יאנעס,Subscriber,Buda
mentionee281,איזאק עסטרייכער,אמרי שפר,איזאק עסטרייכער,Subscriber,Vienna
mentionee282,איזאק פראנקענשטיין,אמרי שפר,איזאק פראנקענשטיין,Subscriber,Vienna
mentionee283,איזאק פרייאזאך,אמרי שפר,איזאק פרייאזאך,Subscriber,Pest
mentionee284,"Hönig, Israel (Edler von Hönigsberg, k.k. Regierungsrath, Tabak- und Siegelgefälldirektor)",אמרי שפר,"Hönig, Israel (Edler von Hönigsberg, k.k. Regierungsrath, Tabak- und Siegelgefälldirektor)",Subscriber,Vienna
mentionee285,איזראעל צאפפערט,אמרי שפר,איזראעל צאפפערט,Subscriber,Vienna
mentionee286,איזראעל קעניגסבערגער,אמרי שפר,איזראעל קעניגסבערגער,Subscriber,Kreisch
mentionee287,אייזאק האצפעלד,אמרי שפר,אייזאק האצפעלד,Subscriber,Würzburg
mentionee288,אייזק זאקסעל,אמרי שפר,אייזק זאקסעל,Subscriber,Senftenberg
mentionee289,(Dr. med.) איסטרייכער,אמרי שפר,(Dr. med.) איסטרייכער,Subscriber,Vienna
mentionee290,איסרלי איגלהיימר,אמרי שפר,איסרלי איגלהיימר,Subscriber,Fürth
mentionee291,"איסרלי היילברונר, פ""ומ",אמרי שפר,"איסרלי היילברונר, פ""ומ",Subscriber,Fürth
mentionee292,איצק אולמאן,אמרי שפר,איצק אולמאן,Subscriber,Karlsruhe
mentionee293,"איצק בר""י ווערטהיימר",אמרי שפר,"איצק בר""י ווערטהיימר",Subscriber,Fürth
mentionee294,"איצק בר""מ ווערטהיימר",אמרי שפר,"איצק בר""מ ווערטהיימר",Subscriber,Fürth
mentionee295,איצק לאפפע,אמרי שפר,איצק לאפפע,Subscriber,Breslau
mentionee296,"איצק ליב סג""ל",אמרי שפר,"איצק ליב סג""ל",Subscriber,Hechingen
mentionee297,איצק סאבאטקא,אמרי שפר,איצק סאבאטקא,Subscriber,Prague
mentionee298,איצק ראוויטש,אמרי שפר,איצק ראוויטש,Subscriber,Breslau
mentionee299,אלי' חיות,אמרי שפר,אלי' חיות,Subscriber,Brody
mentionee300,אלי' טארנער,אמרי שפר,אלי' טארנער,Subscriber,Breslau
mentionee301,אלי' טורלוך,אמרי שפר,אלי' טורלוך,Subscriber,Karlsruhe
mentionee302,אלעזר בער פורכהיים,אמרי שפר,אלעזר בער פורכהיים,Subscriber,Fürth
mentionee303,אמסאן היימאן,אמרי שפר,אמסאן היימאן,Subscriber,Stuttgart
mentionee304,"אנשיל ב""ר יוסף ליב נייאבורג",אמרי שפר,"אנשיל ב""ר יוסף ליב נייאבורג",Subscriber,Fürth
mentionee305,אנשיל גונציהויזען,אמרי שפר,אנשיל גונציהויזען,Subscriber,Hechingen
mentionee306,אנשל לוי,אמרי שפר,אנשל לוי,Subscriber,Karlsruhe
mentionee307,"Hönig, Aaron",אמרי שפר,"Hönig, Aaron",Subscriber,Vienna
mentionee308,"Liebmann, Aaron",אמרי שפר,"Liebmann, Aaron",Subscriber,Hechingen
mentionee309,אראן פאלאק,אמרי שפר,אראן פאלאק,Subscriber,Vienna
mentionee310,אראן פריעדלענדער,אמרי שפר,אראן פריעדלענדער,Subscriber,Kolin
mentionee311,ארנאלד געץ,אמרי שפר,ארנאלד געץ,Subscriber,Vienna
mentionee312,ארנאלד ענגעל,אמרי שפר,ארנאלד ענגעל,Subscriber,Vienna
mentionee313,אשור,אמרי שפר,אשור,Subscriber,Karlsruhe
mentionee314,בארוך ראטה,אמרי שפר,בארוך ראטה,Subscriber,Lemberg
mentionee315,"Bondi, Simon",אמרי שפר,"Bondi, Simon",Subscriber,Dresden
mentionee316,בונם קוילא,אמרי שפר,בונם קוילא,Subscriber,Karlsruhe
mentionee317,בילפעלד,אמרי שפר,בילפעלד,Subscriber,Karlsruhe
mentionee318,בלומאן,אמרי שפר,בלומאן,Subscriber,Berlin
mentionee319,בנימין בארמאפאר,אמרי שפר,בנימין בארמאפאר,Subscriber,Lemberg
mentionee320,בנימין בערנשטיין,אמרי שפר,בנימין בערנשטיין,Subscriber,Brody
mentionee321,בעניאמין גרינבוים,אמרי שפר,בעניאמין גרינבוים,Subscriber,Krakow
mentionee322,"Jeitteles, Benjamin",אמרי שפר,"Jeitteles, Benjamin",Subscriber,Prague
mentionee323,"Arnstein, Benedikt",אמרי שפר,"Arnstein, Benedikt",Subscriber,Vienna
mentionee324,בענעדיקט גאמפערץ,אמרי שפר,בענעדיקט גאמפערץ,Subscriber,Pressburg/Bratislava
mentionee325,בעער הערצעל,אמרי שפר,בעער הערצעל,Subscriber,Nikolsburg
mentionee326,בער אפפענהיים,אמרי שפר,בער אפפענהיים,Subscriber,Pressburg/Bratislava
mentionee327,"בער בן פ""ומ ר""מ גוסדארף",אמרי שפר,"בער בן פ""ומ ר""מ גוסדארף",Subscriber,Fürth
mentionee328,בער האפנהיים,אמרי שפר,בער האפנהיים,Subscriber,Karlsruhe
mentionee329,בער ווירצבורג,אמרי שפר,בער ווירצבורג,Subscriber,Karlsruhe
mentionee330,בער לעמליין,אמרי שפר,בער לעמליין,Subscriber,Würzburg
mentionee331,בער שלענקער,אמרי שפר,בער שלענקער,Subscriber,Fürth
mentionee332,בעריש גינסבערג,אמרי שפר,בעריש גינסבערג,Subscriber,Brody
mentionee333,"Eskeles, Bernhard",אמרי שפר,"Eskeles, Bernhard",Subscriber,Vienna
mentionee334,בערענד פרענקל,אמרי שפר,בערענד פרענקל,Subscriber,Breslau
mentionee335,"בערענס בר""יל שווייצר",אמרי שפר,"בערענס בר""יל שווייצר",Subscriber,Breslau
mentionee336,ברוך בערלסהיימער,אמרי שפר,ברוך בערלסהיימער,Subscriber,Fürth
mentionee337,ברוך גינסבערג,אמרי שפר,ברוך גינסבערג,Subscriber,Breslau
mentionee338,ברידער פייט,אמרי שפר,ברידער פייט,Subscriber,Berlin
mentionee339,(Dr.) בריינערסדארף,אמרי שפר,(Dr.) בריינערסדארף,Subscriber,Breslau
mentionee340,"Breslauer, Mendel",אמרי שפר,"Breslauer, Mendel",Subscriber,
mentionee341,"Gans, Abraham",אמרי שפר,"Gans, Abraham",Subscriber,Berlin
mentionee342,גבריאל בעללאק,אמרי שפר,גבריאל בעללאק,Subscriber,Leipnik
mentionee343,גבריאל נאטהאן וועהלע,אמרי שפר,גבריאל נאטהאן וועהלע,Subscriber,Prague
mentionee344,"גומפריך עטטנהיים, פ""ומ",אמרי שפר,"גומפריך עטטנהיים, פ""ומ",Subscriber,Karlsruhe
mentionee345,"Hraschanzky, Georg",אמרי שפר,"Hraschanzky, Georg",Subscriber,Vienna
mentionee346,גבריאל גבר,אמרי שפר,גבריאל גבר,Subscriber,Berlin
mentionee347,געץ אמשטרדאם,אמרי שפר,געץ אמשטרדאם,Subscriber,Fürth
mentionee348,געץ ג' אופפעהיים,אמרי שפר,געץ ג' אופפעהיים,Subscriber,Vienna
mentionee349,געץ לעווי,אמרי שפר,געץ לעווי,Subscriber,Mattersdorf
mentionee350,גערסאן גאלדבערגער,אמרי שפר,גערסאן גאלדבערגער,Subscriber,Buda
mentionee351,גרשון ניימאן,אמרי שפר,גרשון ניימאן,Subscriber,Breslau
mentionee352,דאוויד איזאק ארנשטיינער,אמרי שפר,דאוויד איזאק ארנשטיינער,Subscriber,Vienna
mentionee353,דאוויד האאז,אמרי שפר,דאוויד האאז,Subscriber,Mesritsch
mentionee354,דאוויד ווארטפעלד,אמרי שפר,דאוויד ווארטפעלד,Subscriber,Vienna
mentionee355,דאוויד רעכטניטץ,אמרי שפר,דאוויד רעכטניטץ,Subscriber,Pirnitz
mentionee356,"דוד ב""ה פייבש שלאס פ""פ",אמרי שפר,"דוד ב""ה פייבש שלאס פ""פ",Subscriber,Würzburg
mentionee357,"דוד בר""ל גאלדשטיקר",אמרי שפר,"דוד בר""ל גאלדשטיקר",Subscriber,Breslau
mentionee358,דוד היימאן,אמרי שפר,דוד היימאן,Subscriber,Würzburg
mentionee359,דוד זאקס,אמרי שפר,דוד זאקס,Subscriber,Breslau
mentionee360,דוד כהן,אמרי שפר,דוד כהן,Subscriber,Würzburg
mentionee361,דוד פערנבאך,אמרי שפר,דוד פערנבאך,Subscriber,Berlin
mentionee362,דוד פראנצאז,אמרי שפר,דוד פראנצאז,Subscriber,Brody
mentionee363,דניאל לעוויע,אמרי שפר,דניאל לעוויע,Subscriber,Berlin
mentionee364,"Oppenheim, Veronika (Frumet)",אמרי שפר,"Oppenheim, Veronika (Frumet)",Subscriber,Eger
mentionee365,האבער,אמרי שפר,האבער,Subscriber,Karlsruhe
mentionee366,האללענדר,אמרי שפר,האללענדר,Subscriber,Hechingen
mentionee367,האפגאלדשטיקר,אמרי שפר,האפגאלדשטיקר,Subscriber,Karlsruhe
mentionee368,היימאן יאקאביא,אמרי שפר,היימאן יאקאביא,Subscriber,Berlin
mentionee369,היימאן מאזעס,אמרי שפר,היימאן מאזעס,Subscriber,Berlin
mentionee370,היימאן פינקוס,אמרי שפר,היימאן פינקוס,Subscriber,Breslau
mentionee371,היינריך הענאך,אמרי שפר,היינריך הענאך,Subscriber,Breslau
mentionee372,היינריך לאקענבאכער,אמרי שפר,היינריך לאקענבאכער,Subscriber,Vienna
mentionee373,הילל זילבערשטיין,אמרי שפר,הילל זילבערשטיין,Subscriber,Breslau
mentionee374,הירץ ברוכזאל,אמרי שפר,הירץ ברוכזאל,Subscriber,Karlsruhe
mentionee375,הירץ האלבערשטאם,אמרי שפר,הירץ האלבערשטאם,Subscriber,Brody
mentionee376,"הירץ, פ""ומ",אמרי שפר,"הירץ, פ""ומ",Subscriber,Karlsruhe
mentionee377,"Bondi, Hirsch",אמרי שפר,"Bondi, Hirsch",Subscriber,Dresden
mentionee378,הירש בארוך,אמרי שפר,הירש בארוך,Subscriber,Vienna
mentionee379,הירש ביק,אמרי שפר,הירש ביק,Subscriber,Brody
mentionee380,הירש בן הרב מאלעקסניץ,אמרי שפר,הירש בן הרב מאלעקסניץ,Subscriber,Brody
mentionee381,"הירש בן פ""ומ ר""י ק""וו ז""ל",אמרי שפר,"הירש בן פ""ומ ר""י ק""וו ז""ל",Subscriber,Fürth
mentionee382,"הירש בר""ם פרענקל",אמרי שפר,"הירש בר""ם פרענקל",Subscriber,Berlin
mentionee383,הירש גוטרבאק,אמרי שפר,הירש גוטרבאק,Subscriber,Berlin
mentionee384,הירש גונצענהויזן,אמרי שפר,הירש גונצענהויזן,Subscriber,Fürth
mentionee385,הירש האלבערשטאם,אמרי שפר,הירש האלבערשטאם,Subscriber,Brody
mentionee386,הירש האנק,אמרי שפר,הירש האנק,Subscriber,Fürth
mentionee387,הירש ווייל,אמרי שפר,הירש ווייל,Subscriber,Karlsruhe
mentionee388,הירש זאקס,אמרי שפר,הירש זאקס,Subscriber,Breslau
mentionee389,הירש לאנדויא,אמרי שפר,הירש לאנדויא,Subscriber,Brody
mentionee390,הירש צומעלס,אמרי שפר,הירש צומעלס,Subscriber,Brody
mentionee391,הירש רעכעלס,אמרי שפר,הירש רעכעלס,Subscriber,Brody
mentionee392,איצק העלפט,אמרי שפר,איצק העלפט,Subscriber,Berlin
mentionee393,"הענאך ב""ר משה ליב",אמרי שפר,"הענאך ב""ר משה ליב",Subscriber,Berlin
mentionee394,"הענלי בכ""ה ר""י באטיוויס",אמרי שפר,"הענלי בכ""ה ר""י באטיוויס",Subscriber,Fürth
mentionee395,הענשיל (Dr. med.),אמרי שפר,הענשיל (Dr. med.),Subscriber,Breslau
mentionee396,הערמאן שטראסער,אמרי שפר,הערמאן שטראסער,Subscriber,Ragendorf
mentionee397,הערץ עטטינגער,אמרי שפר,הערץ עטטינגער,Subscriber,Lemberg
mentionee398,הערשל קאליש,אמרי שפר,הערשל קאליש,Subscriber,Nikolsburg
mentionee399,הרש שווייצר,אמרי שפר,הרש שווייצר,Subscriber,Tachau
mentionee400,וו' ע' פ' א',אמרי שפר,וו' ע' פ' א',Subscriber,Vienna
mentionee401,וואלף אויערבאך,אמרי שפר,וואלף אויערבאך,Subscriber,Karlsruhe
mentionee402,"Arnstein, Wolf I.",אמרי שפר,"Arnstein, Wolf I.",Subscriber,Vienna
mentionee403,וואלף באטיוויס,אמרי שפר,וואלף באטיוויס,Subscriber,Fürth
mentionee404,"וואלף בב""ה ר""י באטיוויס",אמרי שפר,"וואלף בב""ה ר""י באטיוויס",Subscriber,Fürth
mentionee405,"וואלף בן הריין ר""ש ענדל",אמרי שפר,"וואלף בן הריין ר""ש ענדל",Subscriber,Fürth
